300	0.062482529
310	0.092174307
320	0.121294366
330	0.154386487
340	0.199313573
350	0.257481155
360	0.326935365
370	0.430642078
380	0.554498184
390	0.654958485
400	0.724763359
410	0.77940988
420	0.808491884
430	0.826137883
440	0.83743466
450	0.845757771
460	0.85439337
470	0.863941554
480	0.873229971
490	0.881711241
500	0.886975743
510	0.889000939
520	0.892483435
530	0.892275676
540	0.895529392
550	0.894591445
560	0.89702067
570	0.896756678
580	0.899636248
590	0.899943672
600	0.902494512
610	0.902113987
620	0.903159005
630	0.902822149
640	0.901336593
650	0.897645079
660	0.893478631
670	0.887068459
680	0.879517059
690	0.870575306
700	0.859313686
710	0.846028915
720	0.830238362
730	0.812665785
740	0.793256461
750	0.771322856
760	0.74723639
770	0.720827688
780	0.692891076
790	0.66355454
800	0.632452606
810	0.600026399
820	0.566306689
830	0.532090436
840	0.497582295
850	0.462598708
860	0.427643329
870	0.392803881
880	0.358684707
890	0.32547757
900	0.293095772
910	0.261889105
920	0.231932748
930	0.203600607
940	0.176986966
950	0.152033092
960	0.128917107
970	0.107663875
980	0.088429655
990	0.071219775
1000	0.055982265
1010	0.042760447
1020	0.031545805
1030	0.022320045
1040	0.015061914
1050	0.009507974
1060	0.005373519
1070	0.002677707
1080	0.0012466
1090	0.000417167
1100	0.0000472641
